,mRNA,logFC,FDR,Delta,Age 18-40,Age >=40,start,end,diff_exp,Highlight
ENSG00000246090,ENSG00000246090,-0.178524425,0.977427006,-32.89312531,184.25,173.75,99088805,99301356,No,Not in ML
ENSG00000224017,ENSG00000224017,-2.115505968,0.001264383,-32.8961178,15.55,3.15,41089539,41133507,DOWN,Not in ML
ENSG00000185615,ENSG00000185615,-0.529419826,0.709573036,-32.90344219,62.15,37.9,283164,287215,No,Not in ML
ENSG00000154529,ENSG00000154529,-0.328176388,0.900014856,-32.91609175,100.3,74.3,41890314,42129510,No,Not in ML
ENSG00000233928,ENSG00000233928,-3.325361575,5.3881370738791e-07,-32.92107959,9.9,1.1,33726337,34346527,DOWN,Not in ML
ENSG00000106125,ENSG00000106125,-0.497675365,0.744107575,-32.92122542,66.15,44.35,30771417,30892387,No,Not in ML
ENSG00000068650,ENSG00000068650,-0.012603571,1,-32.92872068,2612.65,2349.75,112690329,112887168,No,Not in ML
ENSG00000205702,ENSG00000205702,-0.538232665,0.700344619,-32.93983907,61.2,39.75,42140203,42149455,No,Not in ML
ENSG00000177599,ENSG00000177599,-0.205747783,0.96744359,-32.95050749,160.15,137.95,11797667,11809622,No,Not in ML
ENSG00000229358,ENSG00000229358,-0.263399884,0.939273847,-32.96449546,125.15,101.45,32580949,32761787,No,Not in ML
ENSG00000152785,ENSG00000152785,-0.308847348,0.914153278,-32.96945444,106.75,70.1,81030708,81057627,No,Not in ML
ENSG00000146809,ENSG00000146809,-2.016858306,0.001743913,-32.97563331,16.35,4.4,123567010,123639481,DOWN,Not in ML
ENSG00000253230,ENSG00000253230,-2.771093287,2.93579122100588e-05,-32.97601012,11.9,1.35,9899871,9906678,DOWN,Not in ML
ENSG00000274512,ENSG00000274512,-0.39234029,0.847432728,-32.97620134,84.05,59.2,37977972,37989048,No,Not in ML
ENSG00000231007,ENSG00000231007,-0.355987594,0.878449382,-32.98225054,92.65,74.55,87011652,87013151,No,Not in ML
ENSG00000228327,ENSG00000228327,-0.348357054,0.886097821,-32.98941304,94.7,69.2,725885,778626,No,Not in ML
ENSG00000105131,ENSG00000105131,-0.877649806,0.329256331,-32.99963269,37.6,21.55,15226919,15233435,No,Not in ML
ENSG00000124171,ENSG00000124171,-0.305497434,0.915241695,-33.00899775,108.05,78.05,50731580,50756795,No,Not in ML
ENSG00000255277,ENSG00000255277,-1.137094254,0.13965568,-33.03258807,29.05,14.2,14820792,14824702,No,Not in ML
ENSG00000274750,ENSG00000274750,-0.210936621,0.966446364,-33.03267487,156.6,99.5,26224199,26227473,No,Not in ML
ENSG00000264278,ENSG00000264278,-0.340966946,0.889779487,-33.03969704,96.9,81.4,76794732,76822295,No,Not in ML
ENSG00000226581,ENSG00000226581,-1.66106543,0.014517675,-33.05520205,19.9,5.9,63900313,63925202,No,Not in ML
ENSG00000254035,ENSG00000254035,-0.747508345,0.461281581,-33.07724425,44.25,26.45,178969390,178990116,No,Not in ML
ENSG00000223509,ENSG00000223509,-0.312625518,0.909949123,-33.09141112,105.85,83.9,32519848,32536926,No,Not in ML
ENSG00000257431,ENSG00000257431,-2.792787827,1.67215437852684e-05,-33.09453575,11.85,1.9,82512677,82515817,DOWN,Not in ML
ENSG00000270344,ENSG00000270344,-0.243773864,0.950870994,-33.12886817,135.9,108.95,89524594,89548005,No,Not in ML
ENSG00000165215,ENSG00000165215,-0.791854374,0.416513749,-33.13910555,41.85,21.9,73768997,73770270,No,Not in ML
ENSG00000234899,ENSG00000234899,-1.225584796,0.098773576,-33.15206872,27.05,10.85,72067099,72237203,No,Not in ML
ENSG00000205502,ENSG00000205502,-0.427050561,0.81403061,-33.16047606,77.65,55.4,62163535,62165285,No,Not in ML
ENSG00000270419,ENSG00000270419,-0.487281022,0.755271119,-33.18383762,68.1,47.05,163413065,163413960,No,Not in ML
ENSG00000145723,ENSG00000145723,-0.110248538,0.994480145,-33.2178844,301.3,259.4,103086000,103120138,No,Not in ML
ENSG00000112218,ENSG00000112218,-0.304791534,0.915241695,-33.22227726,109,86.3,96794125,96837477,No,Not in ML
ENSG00000129749,ENSG00000129749,-0.65770199,0.562087193,-33.24683559,50.55,33.2,3665587,3671384,No,Not in ML
ENSG00000188488,ENSG00000188488,-0.49926811,0.741480873,-33.30118297,66.7,49.95,94561442,94593118,No,Not in ML
ENSG00000188825,ENSG00000188825,-0.15014151,0.986192725,-33.30138691,221.8,216.7,43338741,43389199,No,Not in ML
ENSG00000151962,ENSG00000151962,-1.556183652,0.022972658,-33.30233014,21.4,6.7,154781213,154828813,No,Not in ML
ENSG00000235903,ENSG00000235903,-0.978528181,0.242946824,-33.31888456,34.05,17.55,46052497,46161379,No,Not in ML
ENSG00000163377,ENSG00000163377,-1.362916042,0.060207104,-33.32329724,24.45,7.55,68731766,68953297,No,Not in ML
ENSG00000134198,ENSG00000134198,-0.023945161,1,-33.32687516,1391.8,1457.85,115048011,115089503,No,Not in ML
ENSG00000185436,ENSG00000185436,-0.394320987,0.846364343,-33.39898763,84.7,57.2,24154168,24187959,No,Not in ML
ENSG00000205485,ENSG00000205485,-0.296313589,0.920801744,-33.40935713,112.75,88.3,76549360,76627982,No,Not in ML
ENSG00000164144,ENSG00000164144,-0.018460982,1,-33.41160784,1809.85,1701.3,152779937,152918463,No,Not in ML
ENSG00000134160,ENSG00000134160,-2.121495719,0.001545279,-33.41355757,15.75,2.1,31001061,31161273,DOWN,Not in ML
ENSG00000257599,ENSG00000257599,-0.59426631,0.63232933,-33.42747993,56.25,45.3,29389289,29487488,No,Not in ML
ENSG00000225973,ENSG00000225973,-0.087453767,0.997351686,-33.44232064,382.4,362.4,55317184,55319161,No,Not in ML
ENSG00000251320,ENSG00000251320,-1.911635596,0.004552525,-33.45362293,17.5,3.55,147887112,147887704,DOWN,Not in ML
ENSG00000250039,ENSG00000250039,-1.86980753,0.005939428,-33.46955478,17.9,3.05,21949015,22330330,No,Not in ML
ENSG00000129455,ENSG00000129455,-3.541809158,5.48746229083198e-07,-33.47009654,9.45,0.5,50996007,51002711,DOWN,Not in ML
ENSG00000076043,ENSG00000076043,-0.019200476,1,-33.48659017,1744.05,1634.05,114439435,114450279,No,Not in ML
ENSG00000022355,ENSG00000022355,-2.203311296,0.000765027,-33.4903317,15.2,2.75,161847063,161899981,DOWN,Not in ML
ENSG00000254827,ENSG00000254827,-0.289734955,0.925344312,-33.49336077,115.6,82.5,2887344,2903575,No,Not in ML
ENSG00000185634,ENSG00000185634,-0.402850728,0.837257284,-33.49703806,83.15,60.2,48823741,48963919,No,Not in ML
ENSG00000175768,ENSG00000175768,-0.380518671,0.858118651,-33.50466899,88.05,65.65,37582646,37592604,No,Not in ML
ENSG00000234665,ENSG00000234665,-1.191065598,0.118563575,-33.5284966,28.15,10.5,62856999,62898095,No,Not in ML
ENSG00000180016,ENSG00000180016,-4.143392484,9.52304029407855e-09,-33.56147912,8.1,0.3,3397104,3398410,DOWN,Not in ML
ENSG00000168275,ENSG00000168275,-0.052892184,1,-33.56538025,634.6,591.8,234373456,234385080,No,Not in ML
ENSG00000166529,ENSG00000166529,-0.134418852,0.989883556,-33.57782912,249.8,215.05,100049774,100065040,No,Not in ML
ENSG00000257727,ENSG00000257727,-0.216997233,0.962778651,-33.58032185,154.75,124.1,56309842,56316119,No,Not in ML
ENSG00000133997,ENSG00000133997,-0.038911259,1,-33.58430744,863.1,809.35,70581257,70600690,No,Not in ML
ENSG00000168267,ENSG00000168267,-3.673014595,4.77093965198857e-08,-33.60808354,9.15,0.75,23192312,23194245,DOWN,Not in ML
ENSG00000269155,ENSG00000269155,-0.633711793,0.589290743,-33.61841062,53.05,38.3,167795530,167798248,No,Not in ML
ENSG00000180785,ENSG00000180785,-0.376963128,0.861245441,-33.6439592,89.25,70.4,4643420,4655488,No,Not in ML
ENSG00000156603,ENSG00000156603,-0.052358056,1,-33.66623031,643,613.45,57703714,57712323,No,Not in ML
ENSG00000234284,ENSG00000234284,-0.158951921,0.98303631,-33.68191214,211.9,179.25,179023804,179035064,No,Not in ML
ENSG00000170509,ENSG00000170509,-0.290739307,0.924864987,-33.69668568,115.9,84.65,87303789,87322886,No,Not in ML
ENSG00000280157,ENSG00000280157,-0.977372057,0.244619862,-33.71933596,34.5,19.4,228121523,228123771,No,Not in ML
ENSG00000088766,ENSG00000088766,-0.454618359,0.788901163,-33.73268227,74.2,49.85,6006093,6040053,No,Not in ML
ENSG00000215158,ENSG00000215158,-0.475299182,0.767397096,-33.7462419,71,48.65,34164698,34244796,No,Not in ML
ENSG00000101892,ENSG00000101892,-0.739013028,0.468108575,-33.77289539,45.7,28.5,120362085,120383249,No,Not in ML
ENSG00000126016,ENSG00000126016,-0.024037188,1,-33.77465286,1405.1,1271.15,112774503,112840889,No,Not in ML
ENSG00000139908,ENSG00000139908,-0.366862015,0.869472436,-33.78799162,92.1,65.5,24205696,24208362,No,Not in ML
ENSG00000228063,ENSG00000228063,-0.514695012,0.722484397,-33.78972752,65.65,45.85,218983023,219173961,No,Not in ML
ENSG00000156273,ENSG00000156273,-0.012560742,1,-33.79530366,2690.55,2538.45,29194071,29630751,No,Not in ML
ENSG00000261770,ENSG00000261770,-0.70057207,0.515332884,-33.8026024,48.25,29.2,27757184,27760849,No,Not in ML
ENSG00000164707,ENSG00000164707,-0.341964454,0.889779487,-33.80318625,98.85,75.95,135681237,135729258,No,Not in ML
ENSG00000246174,ENSG00000246174,-0.220374698,0.961618093,-33.80547868,153.4,125.75,78139771,78175323,No,Not in ML
ENSG00000198881,ENSG00000198881,-0.925546191,0.286898263,-33.82871328,36.55,19.85,64224194,64230607,No,Not in ML
ENSG00000116544,ENSG00000116544,-0.273751632,0.933618688,-33.84938924,123.65,116.5,34865436,34929650,No,Not in ML
ENSG00000286791,ENSG00000286791,-1.301945011,0.072587863,-33.85057029,26,9.25,127146535,127151330,No,Not in ML
ENSG00000166349,ENSG00000166349,-0.388091633,0.850718947,-33.88039953,87.3,60.55,36510709,36593156,No,Not in ML
ENSG00000230805,ENSG00000230805,-2.428703645,0.000209096,-33.88041585,13.95,2.2,101071978,101077910,DOWN,Not in ML
ENSG00000237753,ENSG00000237753,-0.129131019,0.99080933,-33.89043589,262.45,266.8,112641832,112645720,No,Not in ML
ENSG00000122133,ENSG00000122133,-1.111381707,0.150662784,-33.89714207,30.5,13.7,135561756,135566955,No,Not in ML
ENSG00000075303,ENSG00000075303,-0.031198143,1,-33.90146187,1086.65,1017.5,87833568,87876360,No,Not in ML
ENSG00000274286,ENSG00000274286,-0.168709176,0.979530224,-33.90210892,200.95,217.3,96112876,96116571,No,Not in ML
ENSG00000287336,ENSG00000287336,-0.43216669,0.809238062,-33.90347682,78.45,54.2,172210711,172213499,No,Not in ML
ENSG00000179399,ENSG00000179399,-0.806331639,0.403782509,-33.90624541,42.05,20.85,91398621,92873682,No,Not in ML
ENSG00000276644,ENSG00000276644,-0.128659066,0.99105582,-33.90809695,263.55,226,71437966,71867204,No,Not in ML
ENSG00000272942,ENSG00000272942,-4.521988928,1.29790840891751e-09,-33.91491696,7.5,0.2,25434324,25435070,DOWN,Not in ML
ENSG00000274330,ENSG00000274330,-2.717951765,2.42090028328179e-05,-33.97439707,12.5,1.95,70230224,70232426,DOWN,Not in ML
ENSG00000185988,ENSG00000185988,-1.072817145,0.179602015,-34.00830349,31.7,11.65,1508023,1536046,No,Not in ML
ENSG00000162688,ENSG00000162688,-0.02010544,1,-34.03649871,1692.9,1473.45,99850361,99924023,No,Not in ML
ENSG00000280332,ENSG00000280332,-0.385605125,0.852810441,-34.04893256,88.3,62.2,16356329,16358327,No,Not in ML
ENSG00000272720,ENSG00000272720,-0.277546671,0.932466923,-34.06885384,122.75,86.55,38090127,38091559,No,Not in ML
ENSG00000132744,ENSG00000132744,-0.587739668,0.645942696,-34.08890077,58,28.9,67642555,67650730,No,Not in ML
ENSG00000287808,ENSG00000287808,-0.795160659,0.410265445,-34.11239227,42.9,26,182837185,182839561,No,Not in ML
ENSG00000276093,ENSG00000276093,-1.231841327,0.097061345,-34.12200476,27.7,10.95,60083360,60083872,No,Not in ML
ENSG00000256294,ENSG00000256294,-0.087786315,0.997351686,-34.12254048,388.7,343.05,44112181,44134822,No,Not in ML
ENSG00000268471,ENSG00000268471,-0.148392406,0.986886419,-34.19702993,230.45,198.8,152536264,152539263,No,Not in ML
ENSG00000253563,ENSG00000253563,-3.258333613,1.45861123024294e-06,-34.21250294,10.5,0.8,36519278,36523016,DOWN,Not in ML
ENSG00000223459,ENSG00000223459,-0.656072643,0.564431045,-34.21418834,52.15,31.3,143598039,143604839,No,Not in ML
ENSG00000287264,ENSG00000287264,-1.510808161,0.028692472,-34.21980484,22.65,9.2,59545602,59558882,No,Not in ML
ENSG00000227896,ENSG00000227896,-0.635484419,0.589514513,-34.22083595,53.85,33.1,86521945,86525101,No,Not in ML
ENSG00000205832,ENSG00000205832,-1.279651729,0.080315573,-34.23068375,26.75,10.4,4556490,4600714,No,Not in ML
ENSG00000260423,ENSG00000260423,-0.710475296,0.499252307,-34.24490929,48.2,33.2,9347056,9400387,No,Not in ML
ENSG00000269274,ENSG00000269274,-4.39128041,2.8119718984099e-08,-34.2519872,7.8,0.1,20295089,20303794,DOWN,Not in ML
ENSG00000273058,ENSG00000273058,-0.391311657,0.847871034,-34.27890112,87.6,64.8,236536162,236536704,No,Not in ML
ENSG00000259674,ENSG00000259674,-2.190766686,0.000854426,-34.28549864,15.65,2.75,59406963,59408154,DOWN,Not in ML
ENSG00000143036,ENSG00000143036,-0.117381326,0.991909015,-34.29882346,292.2,228.35,94820342,94895246,No,Not in ML
ENSG00000259341,ENSG00000259341,-0.971750579,0.2500549,-34.30279545,35.3,16.1,99423769,99435160,No,Not in ML
ENSG00000272217,ENSG00000272217,-1.064002716,0.18740019,-34.31408758,32.25,13.9,33246075,33246856,No,Not in ML
ENSG00000196368,ENSG00000196368,-0.053420754,1,-34.32283445,642.5,577.5,51490011,51496592,No,Not in ML
ENSG00000167447,ENSG00000167447,-0.039295994,1,-34.32505099,873.5,801.2,59209400,59215247,No,Not in ML
ENSG00000259605,ENSG00000259605,-0.963578847,0.259817967,-34.35158588,35.65,16.3,45764785,45769806,No,Not in ML
ENSG00000088002,ENSG00000088002,-1.361335286,0.057089099,-34.37371597,25.25,7.95,48552172,48599425,No,Not in ML
ENSG00000130313,ENSG00000130313,-0.011167688,1,-34.38140376,3078.65,2913.95,17511636,17521288,No,Not in ML
ENSG00000139714,ENSG00000139714,-0.326141185,0.900910179,-34.39158795,105.45,94.05,121648742,121672631,No,Not in ML
ENSG00000228459,ENSG00000228459,-1.051645792,0.189399896,-34.4413997,32.75,18.9,3271544,3286138,No,Not in ML
ENSG00000213123,ENSG00000213123,-0.568971353,0.66289968,-34.45121542,60.55,42.3,196291219,196318299,No,Not in ML
ENSG00000215912,ENSG00000215912,-0.652735823,0.570088625,-34.46445143,52.8,31.1,2635976,2801717,No,Not in ML
ENSG00000255112,ENSG00000255112,-0.014243599,1,-34.47164496,2420.15,2246.3,11851413,11854444,No,Not in ML
ENSG00000174684,ENSG00000174684,-0.016015298,1,-34.47613197,2152.7,2076.9,66345374,66347629,No,Not in ML
ENSG00000137877,ENSG00000137877,-0.149927887,0.986278898,-34.49091046,230.05,198.4,41848146,41894053,No,Not in ML
ENSG00000256417,ENSG00000256417,-1.210279576,0.106550199,-34.49296791,28.5,11.15,5290480,5383653,No,Not in ML
ENSG00000272777,ENSG00000272777,-0.479488256,0.762040787,-34.49918004,71.95,51.9,99067256,99068125,No,Not in ML
ENSG00000092850,ENSG00000092850,-0.61228578,0.614169938,-34.50230373,56.35,37.2,36084094,36088275,No,Not in ML
ENSG00000232480,ENSG00000232480,-1.972942954,0.002831655,-34.5265017,17.5,3.85,218344196,218345678,DOWN,Not in ML
ENSG00000214954,ENSG00000214954,-0.76725887,0.443906247,-34.60337506,45.1,24.25,91101832,91219236,No,Not in ML
ENSG00000268575,ENSG00000268575,-0.505340678,0.737460717,-34.61583647,68.5,44.05,1702736,1737688,No,Not in ML
ENSG00000158887,ENSG00000158887,-0.298426214,0.918458302,-34.63236213,116.05,102.65,161304735,161309968,No,Not in ML
ENSG00000248309,ENSG00000248309,-0.320439488,0.905231033,-34.63950864,108.1,90.2,88883328,89466398,No,Not in ML
ENSG00000182950,ENSG00000182950,-0.918601657,0.291412296,-34.67721254,37.75,19.35,75724041,75727688,No,Not in ML
ENSG00000114812,ENSG00000114812,-0.267490458,0.937585051,-34.70688689,129.75,106.5,42489299,42537573,No,Not in ML
ENSG00000196388,ENSG00000196388,-0.180490687,0.976828321,-34.76250634,192.6,178.8,4988130,4997610,No,Not in ML
ENSG00000186026,ENSG00000186026,-0.174704286,0.979027125,-34.76615299,199,165.7,44072159,44089613,No,Not in ML
ENSG00000283312,ENSG00000283312,-0.64187247,0.577824175,-34.78948785,54.2,35.6,231493708,231495299,No,Not in ML
ENSG00000068615,ENSG00000068615,-0.039900183,1,-34.80293496,872.25,997.05,86213993,86338083,No,Not in ML
ENSG00000228393,ENSG00000228393,-0.260065071,0.941546833,-34.82271307,133.9,110.8,104950315,105013044,No,Not in ML
ENSG00000265298,ENSG00000265298,-0.210244752,0.966026577,-34.84806758,165.75,140.85,64750420,64751311,No,Not in ML
ENSG00000183638,ENSG00000183638,-1.100027435,0.160822868,-34.8708697,31.7,15.85,10606349,10712187,No,Not in ML
ENSG00000065665,ENSG00000065665,-0.073955394,1,-34.88475951,471.7,438.3,12129637,12169961,No,Not in ML
ENSG00000258457,ENSG00000258457,-0.859094646,0.351548692,-34.92219736,40.65,20.35,22982698,22999078,No,Not in ML
ENSG00000267871,ENSG00000267871,-0.755170531,0.458470894,-34.92663704,46.25,26.3,57267211,57280334,No,Not in ML
ENSG00000166800,ENSG00000166800,-1.48014817,0.035774721,-34.93149681,23.6,7.7,18455824,18479601,No,Not in ML
ENSG00000203724,ENSG00000203724,-0.331217306,0.897832746,-34.99310839,105.65,81.75,197902630,197907367,No,Not in ML
ENSG00000137760,ENSG00000137760,-0.070715371,1,-34.99350118,494.85,447,107502727,107565742,No,Not in ML
ENSG00000236060,ENSG00000236060,-0.380730916,0.856579674,-35.02724424,92,76.95,72007881,72008136,No,Not in ML
ENSG00000188089,ENSG00000188089,-3.417936297,7.05128103527818e-07,-35.03384704,10.25,0.75,41981582,42051190,DOWN,Not in ML
ENSG00000227799,ENSG00000227799,-0.343837174,0.888388837,-35.03700802,101.9,80,55224280,55225908,No,Not in ML
ENSG00000163166,ENSG00000163166,-0.012167797,1,-35.07550056,2882.65,2792.25,127436207,127526886,No,Not in ML
ENSG00000272572,ENSG00000272572,-0.56688539,0.669568769,-35.09020566,61.9,39.25,100911103,100912739,No,Not in ML
ENSG00000276261,ENSG00000276261,-0.810430811,0.39742948,-35.09165413,43.3,23.95,27700066,27700574,No,Not in ML
ENSG00000119969,ENSG00000119969,-0.036779067,1,-35.10378034,954.45,926.45,94501434,94613905,No,Not in ML
ENSG00000263843,ENSG00000263843,-0.374388442,0.864189561,-35.1176359,93.8,63.85,75271369,75273895,No,Not in ML
ENSG00000166471,ENSG00000166471,-0.030041889,1,-35.12347406,1169.15,1083.3,9280654,9314636,No,Not in ML
ENSG00000113319,ENSG00000113319,-0.067319667,1,-35.13076846,521.85,489.95,80960363,81230162,No,Not in ML
ENSG00000273442,ENSG00000273442,-1.473608752,0.035180731,-35.14556873,23.85,8.15,17080701,17081456,No,Not in ML
ENSG00000249465,ENSG00000249465,-1.616836224,0.016874149,-35.16618786,21.75,7.3,109346326,109347459,No,Not in ML
ENSG00000253704,ENSG00000253704,-0.605907221,0.623102428,-35.17291417,58.05,35.7,94553668,94570648,No,Not in ML
ENSG00000243660,ENSG00000243660,-0.152052851,0.985841411,-35.20783764,231.55,206.35,43436841,43483181,No,Not in ML
ENSG00000233850,ENSG00000233850,-3.311826121,2.08237929482046e-06,-35.27094819,10.65,0.75,95025193,95026709,DOWN,Not in ML
ENSG00000005471,ENSG00000005471,-0.138431283,0.988910334,-35.27921249,254.85,218,87401696,87480435,No,Not in ML
ENSG00000286063,ENSG00000286063,-3.441981311,1.57010440851617e-07,-35.28030844,10.25,1,48324812,48367976,DOWN,Not in ML
ENSG00000287170,ENSG00000287170,-1.227848181,0.095330724,-35.30063521,28.75,13,55116420,55123169,No,Not in ML
ENSG00000268912,ENSG00000268912,-0.372351778,0.864403421,-35.33618378,94.9,72.65,58428632,58431148,No,Not in ML
ENSG00000263327,ENSG00000263327,-0.458362579,0.784346064,-35.36267295,77.15,56.65,16226685,16320140,No,Not in ML
ENSG00000037241,ENSG00000037241,-0.032348448,1,-35.36817511,1093.35,1034.4,172958729,172969771,No,Not in ML
ENSG00000144040,ENSG00000144040,-0.038803463,1,-35.40233983,912.35,913.85,72942036,73075619,No,Not in ML
ENSG00000233954,ENSG00000233954,-0.253297024,0.945297173,-35.41092397,139.8,109.5,15807169,15809348,No,Not in ML
ENSG00000261949,ENSG00000261949,-2.141078953,0.000999365,-35.43485667,16.55,3.7,49423749,49428987,DOWN,Not in ML
ENSG00000188523,ENSG00000188523,-1.730329793,0.010172729,-35.47176077,20.5,5.45,132410043,132573319,No,Not in ML
ENSG00000184139,ENSG00000184139,-0.697129512,0.513638768,-35.48389216,50.9,29.05,131857343,131857913,No,Not in ML
ENSG00000151812,ENSG00000151812,-0.552356863,0.682343211,-35.51654626,64.3,44.9,57563920,57982194,No,Not in ML
ENSG00000117400,ENSG00000117400,-0.706374542,0.509733318,-35.53063944,50.3,25.1,43337818,43354466,No,Not in ML
ENSG00000273437,ENSG00000273437,-0.671059949,0.546674655,-35.5326243,52.95,32.7,129163606,129163940,No,Not in ML
ENSG00000182318,ENSG00000182318,-0.109758108,0.994617743,-35.53967534,323.8,292.55,58326994,58342332,No,Not in ML
ENSG00000287200,ENSG00000287200,-0.378655142,0.860757193,-35.57465055,93.95,62.95,57457596,57462818,No,Not in ML
ENSG00000174721,ENSG00000174721,-0.30881568,0.913657791,-35.59100708,115.25,83.15,91906584,91909486,No,Not in ML
ENSG00000282840,ENSG00000282840,-0.474427452,0.772544666,-35.62950162,75.1,38.65,11668401,11757718,No,Not in ML
ENSG00000235508,ENSG00000235508,-0.660230398,0.564308804,-35.65244149,54,29.3,45640486,45641370,No,Not in ML
ENSG00000063015,ENSG00000063015,-1.881903685,0.004165697,-35.66207483,18.95,5.4,28954901,29006440,DOWN,Not in ML
ENSG00000234336,ENSG00000234336,-0.862478934,0.349272451,-35.6635039,41.35,15.35,28180322,28243917,No,Not in ML
ENSG00000254614,ENSG00000254614,-0.486640311,0.756801826,-35.67073479,73.3,48.25,65177606,65181834,No,Not in ML
ENSG00000123405,ENSG00000123405,-0.814454071,0.392965303,-35.67308829,43.8,22.85,54292111,54301015,No,Not in ML
ENSG00000238098,ENSG00000238098,-0.675790767,0.541560965,-35.68175249,52.8,30.55,2339150,2426699,No,Not in ML
ENSG00000283475,ENSG00000283475,-0.438726432,0.803951322,-35.69039525,81.35,54.9,12111952,12112036,No,Not in ML
ENSG00000147586,ENSG00000147586,-0.18847738,0.974824589,-35.69761584,189.4,161.7,79918717,80030289,No,Not in ML
ENSG00000163288,ENSG00000163288,-2.626096081,5.34708144398462e-05,-35.7149067,13.6,2.25,46993723,47426447,DOWN,Not in ML
ENSG00000168589,ENSG00000168589,-1.734797044,0.008607301,-35.73681911,20.6,6.3,80540734,80550811,No,Not in ML
ENSG00000243701,ENSG00000243701,-0.06334587,1,-35.75557642,564.45,498.4,107220744,107348464,No,Not in ML
ENSG00000114648,ENSG00000114648,-0.035107071,1,-35.75655189,1018.5,962.75,47282917,47346816,No,Not in ML
ENSG00000225556,ENSG00000225556,-1.370269736,0.055008779,-35.76404011,26.1,10.8,151837819,151840557,No,Not in ML
ENSG00000271996,ENSG00000271996,-3.825464249,6.35534550198727e-09,-35.76809073,9.35,1.15,177306373,177310572,DOWN,Not in ML
ENSG00000265843,ENSG00000265843,-2.592620787,6.98402508064844e-05,-35.77816686,13.8,2.05,77970637,77993731,DOWN,Not in ML
ENSG00000277053,ENSG00000277053,-0.55088249,0.686943115,-35.77981772,64.95,39.15,75185385,75237696,No,Not in ML
ENSG00000287064,ENSG00000287064,-0.604424697,0.633694967,-35.78194209,59.2,28.05,154671593,154678345,No,Not in ML
ENSG00000184047,ENSG00000184047,-0.443721219,0.798791294,-35.80830241,80.7,58.15,122207663,122227456,No,Not in ML
ENSG00000169752,ENSG00000169752,-0.922100885,0.291688728,-35.82361936,38.85,19.85,75935969,76059795,No,Not in ML
ENSG00000124839,ENSG00000124839,-0.221648677,0.960197559,-35.84059113,161.7,141.6,237574322,237601614,No,Not in ML
ENSG00000231249,ENSG00000231249,-0.690624845,0.522083247,-35.84342943,51.9,32.9,4490891,4493163,No,Not in ML
ENSG00000109255,ENSG00000109255,-0.20074618,0.96920699,-35.85326767,178.6,178.45,55595229,55636698,No,Not in ML
ENSG00000146521,ENSG00000146521,-1.095688612,0.159444504,-35.88380206,32.75,15.55,167784537,167796872,No,Not in ML
ENSG00000120158,ENSG00000120158,-0.039524516,1,-35.91592799,908.7,810.05,4792944,4885917,No,Not in ML
ENSG00000286710,ENSG00000286710,-1.582339689,0.019469181,-35.91911094,22.7,6.15,425373,439389,No,Not in ML
ENSG00000072315,ENSG00000072315,-2.650953718,4.40322273400774e-05,-35.92042287,13.55,1.75,111774315,112082776,DOWN,Not in ML
ENSG00000182600,ENSG00000182600,-0.460417978,0.782011632,-35.93562319,78.05,57.1,232857270,232878708,No,Not in ML
ENSG00000105695,ENSG00000105695,-1.788909927,0.0073548,-35.95708953,20.1,5.1,35292125,35313807,No,Not in ML
ENSG00000169006,ENSG00000169006,-2.855857789,2.59035754890431e-05,-35.98380814,12.6,1,11658178,11670195,DOWN,Not in ML
ENSG00000228960,ENSG00000228960,-1.057236919,0.192137543,-35.99891708,34.05,14.25,144294480,144300934,No,Not in ML
ENSG00000236049,ENSG00000236049,-1.254896908,0.105072309,-36.01554125,28.7,7.15,150552532,150572221,No,Not in ML
ENSG00000160193,ENSG00000160193,-0.059085241,1,-36.02722595,609.75,562.65,42843094,42879568,No,Not in ML
ENSG00000106686,ENSG00000106686,-0.748604914,0.459700986,-36.04532661,48.15,29.55,4553386,4666674,No,Not in ML
ENSG00000187987,ENSG00000187987,-0.609259436,0.620109338,-36.06815862,59.2,36.05,28431930,28443502,No,Not in ML
ENSG00000177025,ENSG00000177025,-0.69449152,0.518808237,-36.07883444,51.95,31.65,57958437,57974534,No,Not in ML
ENSG00000273328,ENSG00000273328,-1.874609769,0.004665522,-36.08623806,19.25,4.95,42809414,42908105,DOWN,Not in ML
ENSG00000253873,ENSG00000253873,-0.189806062,0.974286586,-36.09162274,190.15,169.05,141421047,141512975,No,Not in ML
ENSG00000286811,ENSG00000286811,-2.086585417,0.001198383,-36.09792772,17.3,3.85,48069213,48111078,DOWN,Not in ML
ENSG00000251003,ENSG00000251003,-0.112770711,0.993609392,-36.11482024,320.25,266.75,105546089,106060524,No,Not in ML
ENSG00000274605,ENSG00000274605,-0.152942179,0.985745535,-36.14023689,236.3,199.75,100053074,100088950,No,Not in ML
ENSG00000286681,ENSG00000286681,-0.589453329,0.640645786,-36.16296174,61.35,40.8,144854875,144869489,No,Not in ML
ENSG00000279198,ENSG00000279198,-0.51188444,0.727407934,-36.19022987,70.7,48.25,16074293,16077395,No,Not in ML
ENSG00000234156,ENSG00000234156,-1.323445998,0.067283079,-36.19624805,27.35,10.35,122403407,122639685,No,Not in ML
ENSG00000261226,ENSG00000261226,-2.175555507,0.000728796,-36.22299919,16.65,3.95,88936779,88939651,DOWN,Not in ML
ENSG00000225125,ENSG00000225125,-0.926501968,0.290668425,-36.22622695,39.1,18.65,136807223,136807877,No,Not in ML
