"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000175894","ENSG00000175894",-2.5404580815278,3.29546275219049e-05,-264.96977790335,104.3,16.95,44497893,44711572,"DOWN"
"ENSG00000206075","ENSG00000206075",-3.38325731320204,4.05155601923673e-08,-265.58569908636,78.5,5.95,63476958,63505085,"DOWN"
"ENSG00000105278","ENSG00000105278",-2.53320243912228,3.35819640282535e-05,-265.859595985883,104.95,18.85,3804024,3869038,"DOWN"
"ENSG00000187583","ENSG00000187583",-1.8079160532301,0.00474032979821143,-268.204346496685,148.35,42,966482,975865,"DOWN"
"ENSG00000109832","ENSG00000109832",-2.14825847079988,0.000529133167408068,-268.639721773525,125.05,31.8,125903348,125943702,"DOWN"
"ENSG00000224957","ENSG00000224957",-2.45985242778331,5.65494229508002e-05,-269.72281870644,109.65,19.25,536062,846561,"DOWN"
"ENSG00000248538","ENSG00000248538",-1.91336993058501,0.00249145718291248,-270.933182170837,141.6,38.55,9151695,9425524,"DOWN"
"ENSG00000284837","ENSG00000284837",-4.15494396644627,4.49083647247029e-11,-271.733335405586,65.4,3.25,5772234,5930696,"DOWN"
"ENSG00000183654","ENSG00000183654",-2.83588893897328,2.98050078873173e-06,-273.096104823127,96.3,16.45,16067139,16180762,"DOWN"
"ENSG00000259881","ENSG00000259881",-3.05484903507421,5.07316504840444e-07,-273.103503735634,89.4,12.25,88881038,88887136,"DOWN"
"ENSG00000232044","ENSG00000232044",-2.01118483747592,0.00129207467556558,-273.219460171104,135.85,36.8,5932543,6003510,"DOWN"
"ENSG00000249346","ENSG00000249346",-5.36760708093022,1.34378271467848e-15,-273.479580773395,50.95,1.1,33867506,33896914,"DOWN"
"ENSG00000273032","ENSG00000273032",-1.98692300557982,0.00153238642191206,-274.195374770016,138,35.35,18970439,19031242,"DOWN"
"ENSG00000261730","ENSG00000261730",-3.62502485866498,4.27923292952156e-09,-274.595633043872,75.75,5.7,1383790,1385066,"DOWN"
"ENSG00000164853","ENSG00000164853",-6.26150995574905,5.04220513628404e-18,-274.880287057383,43.9,0.4,1232872,1237326,"DOWN"
"ENSG00000130433","ENSG00000130433",-2.94150336722085,1.26170050963586e-06,-276.060091013677,93.85,12.85,53992288,54012669,"DOWN"
"ENSG00000179178","ENSG00000179178",-3.48789170912115,1.30461975369007e-08,-276.241023362395,79.2,6.7,43269983,43274002,"DOWN"
"ENSG00000243978","ENSG00000243978",-1.80193758743988,0.0049408538487641,-278.038969741973,154.3,40.95,110358816,110456334,"DOWN"
"ENSG00000099834","ENSG00000099834",-2.70716999223194,8.44546034458283e-06,-278.432433701055,102.85,16.1,616577,626078,"DOWN"
"ENSG00000236790","ENSG00000236790",-2.25398146490525,0.000270065867246911,-279.493701648251,124,16.7,7988683,8488090,"DOWN"
"ENSG00000255772","ENSG00000255772",-1.94353298728961,0.00207284107995311,-281.229223260807,144.7,31.95,67929235,67970017,"DOWN"
"ENSG00000250120","ENSG00000250120",-1.81982769334902,0.00442624570147107,-282.437258007768,155.2,40.7,140855883,141012347,"DOWN"
"ENSG00000206013","ENSG00000206013",-2.81053239080524,4.30172947668706e-06,-283.582718232249,100.9,11.05,298200,299526,"DOWN"
"ENSG00000261786","ENSG00000261786",-2.09830248940544,0.000743233916341928,-284.110157065496,135.4,30.2,44117299,44122365,"DOWN"
"ENSG00000156269","ENSG00000156269",-4.28370598231486,1.88945952805305e-11,-284.223891926591,66.35,2.75,79225694,79326061,"DOWN"
"ENSG00000257894","ENSG00000257894",-1.83764228919867,0.00400500537941852,-285.937140199314,155.6,41.3,79341205,79503396,"DOWN"
"ENSG00000141744","ENSG00000141744",-2.69623854949115,9.28243149131401e-06,-286.070910101011,106.1,16.25,39667981,39670475,"DOWN"
"ENSG00000100314","ENSG00000100314",-2.12327859339425,0.000650425648234662,-287.598085475251,135.45,25.3,29720003,29731833,"DOWN"
"ENSG00000168509","ENSG00000168509",-2.1402324809181,0.000552050364383845,-287.647245435393,134.4,30.75,146017468,146036746,"DOWN"
"ENSG00000258636","ENSG00000258636",-2.09643570038108,0.000749111300915976,-288.259908802399,137.5,31.6,41583657,41604988,"DOWN"
"ENSG00000004848","ENSG00000004848",-2.70084994180571,9.46169736348259e-06,-288.45077378485,106.8,14.45,25003694,25016420,"DOWN"
"ENSG00000171532","ENSG00000171532",-4.26102467896218,1.79703672300147e-11,-288.897473233636,67.8,3,39603536,39609777,"DOWN"
"ENSG00000109851","ENSG00000109851",-7.07926797771101,2.32272905183639e-20,-289.896023687266,40.95,0.15,20156155,20160475,"DOWN"
"ENSG00000095777","ENSG00000095777",-2.08691341999504,0.000791834509318424,-291.646150444307,139.75,35.9,25934229,26212532,"DOWN"
"ENSG00000101327","ENSG00000101327",-6.00429669802296,6.20203055668589e-18,-292.709464028619,48.75,0.65,1978757,1994285,"DOWN"
"ENSG00000274718","ENSG00000274718",-4.83855331291193,9.93894168352217e-14,-293.9421137594,60.75,1.7,107870383,107873372,"DOWN"
"ENSG00000217801","ENSG00000217801",-2.07816771343021,0.000855358312394589,-293.956823064703,141.45,33.55,1059708,1069355,"DOWN"
"ENSG00000101842","ENSG00000101842",-2.4218705487244,7.83323097754566e-05,-294.983832834632,121.8,19.65,108044970,108079184,"DOWN"
"ENSG00000214872","ENSG00000214872",-2.13918921294622,0.000560070281901842,-295.422030307872,138.1,32.7,57542641,57550274,"DOWN"
"ENSG00000153303","ENSG00000153303",-3.86699765183953,7.23862466218886e-10,-296.598719896092,76.7,3.3,168053166,168101511,"DOWN"
"ENSG00000250420","ENSG00000250420",-3.49794249496789,1.22138690646716e-08,-298.024700571265,85.2,6.25,178764861,178818435,"DOWN"
"ENSG00000121207","ENSG00000121207",-2.23744783442688,0.000287829942403084,-300.48924416353,134.3,25.45,154626945,154753120,"DOWN"
"ENSG00000119614","ENSG00000119614",-4.62450224667317,7.2777956403861e-13,-301.748771595424,65.25,2.2,74239449,74262738,"DOWN"
"ENSG00000172461","ENSG00000172461",-4.43200911685804,4.9688877633943e-12,-302.484622225561,68.25,3.15,96015974,96215612,"DOWN"
"ENSG00000258128","ENSG00000258128",-3.48539749310283,1.38907625751251e-08,-307.063519142359,88.1,7.65,87782163,87784568,"DOWN"
"ENSG00000286058","ENSG00000286058",-4.29151989850965,1.6725299634799e-11,-307.487400728217,71.65,2.8,130026845,130051131,"DOWN"
"ENSG00000203335","ENSG00000203335",-7.34853574338725,1.8952972998755e-20,-307.536220860756,41.85,0.1,154055286,154063325,"DOWN"
"ENSG00000163362","ENSG00000163362",-1.875766849455,0.00311529692258826,-308.094705022983,164.25,41.8,200891048,200915742,"DOWN"
"ENSG00000225778","ENSG00000225778",-2.61611695749451,1.67239019964967e-05,-308.440189288602,117.9,24.9,11849608,11894700,"DOWN"
"ENSG00000250803","ENSG00000250803",-1.98386880589106,0.00152282036048441,-310.574661562246,156.55,47.65,122129622,122183949,"DOWN"
"ENSG00000143556","ENSG00000143556",-2.23444673720501,0.000297370162789405,-311.370152829518,139.35,23.25,153457744,153460651,"DOWN"
"ENSG00000136883","ENSG00000136883",-2.24774594985044,0.000274063475708871,-311.762363244256,138.7,22.4,114086126,114099291,"DOWN"
"ENSG00000174607","ENSG00000174607",-1.94387690691813,0.00200261874032846,-313.838926621932,161.45,45.4,114598770,114678225,"DOWN"
"ENSG00000157087","ENSG00000157087",-2.43072607674086,7.3715562282604e-05,-316.723607799334,130.3,19.55,10324023,10708007,"DOWN"
"ENSG00000198780","ENSG00000198780",-1.89749451065024,0.00272994369262957,-317.261082180721,167.2,39.55,74777574,74866966,"DOWN"
"ENSG00000158748","ENSG00000158748",-1.95234437300767,0.00192029236270626,-317.353577832396,162.55,41.1,19664875,19680966,"DOWN"
"ENSG00000230699","ENSG00000230699",-3.27593379015709,8.54617385653369e-08,-317.601780955729,96.95,9.25,911435,914948,"DOWN"
"ENSG00000135373","ENSG00000135373",-2.01410934743721,0.00128181806617764,-318.430687829824,158.1,34.35,34621093,34663288,"DOWN"
"ENSG00000123838","ENSG00000123838",-2.10106886583495,0.000704330912575946,-319.467521050204,152.05,42.1,207104233,207144972,"DOWN"
"ENSG00000153294","ENSG00000153294",-3.39921363681578,2.98762254496e-08,-320.545845951728,94.3,7.7,47685864,47722021,"DOWN"
"ENSG00000106038","ENSG00000106038",-3.23508759804031,1.17316116772856e-07,-322.699987904521,99.75,8.95,27242700,27250493,"DOWN"
"ENSG00000286051","ENSG00000286051",-3.24090203399816,9.52027653647676e-08,-323.604068094716,99.85,12.8,152769764,152792268,"DOWN"
"ENSG00000070601","ENSG00000070601",-1.80333704231936,0.00483664187599575,-323.698999096325,179.5,42.6,37650954,37746904,"DOWN"
"ENSG00000166415","ENSG00000166415",-1.79417974155471,0.00499462600215797,-323.849443350625,180.5,61.45,53513741,53762878,"DOWN"
"ENSG00000268686","ENSG00000268686",-2.56497885216769,2.6166705399681e-05,-326.778305766164,127.4,21.05,49368558,49388091,"DOWN"
"ENSG00000280809","ENSG00000280809",-7.5995965971949,3.10165273343675e-20,-329.822492318259,43.4,0,25651712,25732935,"DOWN"
"ENSG00000243955","ENSG00000243955",-3.89977520845678,2.81474578083718e-10,-330.700937677135,84.8,7,52791371,52803860,"DOWN"
"ENSG00000107147","ENSG00000107147",-2.19226536145269,0.000387866865766128,-330.922456311284,150.95,30.75,135702185,135795508,"DOWN"
"ENSG00000261227","ENSG00000261227",-6.05297463893549,6.46621169551955e-18,-332.005658945612,54.85,0.65,73232055,73233970,"DOWN"
"ENSG00000157119","ENSG00000157119",-2.92271911873735,1.4928355772489e-06,-332.313163800436,113.7,15.4,42685537,42692544,"DOWN"
"ENSG00000116147","ENSG00000116147",-2.83290243195868,2.96662579229496e-06,-333.857551606331,117.85,17.85,175315194,175743616,"DOWN"
"ENSG00000108878","ENSG00000108878",-2.65118272192984,1.26683228592537e-05,-334.181582099257,126.05,21.6,67044554,67056797,"DOWN"
"ENSG00000132164","ENSG00000132164",-2.84683532948484,2.85256579977627e-06,-334.360809447994,117.45,15,10816201,10940714,"DOWN"
"ENSG00000284668","ENSG00000284668",-5.99060182914778,1.11716038732263e-17,-339.667123712679,56.7,0.7,3976133,4012704,"DOWN"
"ENSG00000112309","ENSG00000112309",-2.10978161411713,0.000669904650659301,-341.362665164152,161.8,46.15,70856679,70957060,"DOWN"
"ENSG00000263146","ENSG00000263146",-5.62169986756631,9.52215545069076e-17,-341.518266954653,60.75,1.05,78976555,78979074,"DOWN"
"ENSG00000156414","ENSG00000156414",-2.66419594721456,1.15424631022108e-05,-342.482389014431,128.55,21.25,103928456,104052667,"DOWN"
"ENSG00000164129","ENSG00000164129",-5.18251924442029,4.22276480808226e-15,-342.564522056181,66.1,1.4,163343892,163351934,"DOWN"
"ENSG00000223486","ENSG00000223486",-4.2587812830453,1.1861251637592e-11,-343.470710477604,80.65,4.1,40009276,40012182,"DOWN"
"ENSG00000198822","ENSG00000198822",-3.24701159179898,9.58529203134775e-08,-346.618487424541,106.75,11.95,86643914,86864884,"DOWN"
"ENSG00000163497","ENSG00000163497",-4.03402948209052,1.29808905613769e-10,-347.128236933889,86.05,4.1,218981087,218985184,"DOWN"
"ENSG00000172901","ENSG00000172901",-1.90859013061894,0.00248762810244009,-347.840551305301,182.25,49.9,115962454,116027619,"DOWN"
"ENSG00000261754","ENSG00000261754",-2.23302669682056,0.000287405674016095,-348.463816038848,156.05,33.45,34811589,34814345,"DOWN"
"ENSG00000214544","ENSG00000214544",-3.37778586446233,3.46356912391801e-08,-348.587501212512,103.2,8.75,73242751,73280119,"DOWN"
"ENSG00000126259","ENSG00000126259",-2.00518678449179,0.00136589225534776,-350.40639058994,174.75,40.05,35855861,35867136,"DOWN"
"ENSG00000271945","ENSG00000271945",-6.72718348062157,1.34606662692039e-18,-350.822618514415,52.15,0.15,76774972,77097788,"DOWN"
"ENSG00000225127","ENSG00000225127",-4.36932991569946,5.12921177073687e-12,-351.512591718022,80.45,3.5,21085576,21106514,"DOWN"
"ENSG00000147588","ENSG00000147588",-6.08860022535091,5.582423915179e-18,-354.660963126691,58.25,0.6,81440326,81447439,"DOWN"
"ENSG00000114204","ENSG00000114204",-2.18159112216901,0.000427502255393209,-356.581068918524,163.45,23.55,167441789,167479004,"DOWN"
"ENSG00000187773","ENSG00000187773",-2.74030610645898,6.69991797937118e-06,-358.706069335481,130.9,16.45,74434099,74457944,"DOWN"
"ENSG00000186895","ENSG00000186895",-5.65178425374154,1.99344496878369e-16,-361.149013814085,63.9,0.9,69809968,69819416,"DOWN"
"ENSG00000245526","ENSG00000245526",-3.79199736589424,7.12837269247248e-10,-362.1357484429,95.5,7.4,88507546,88691057,"DOWN"
"ENSG00000196353","ENSG00000196353",-3.30658290084765,5.63592161191856e-08,-363.062802513072,109.8,11.45,131533555,132285410,"DOWN"
"ENSG00000016082","ENSG00000016082",-2.05568109827688,0.000956747903700992,-363.136066010611,176.65,41,51383448,51394730,"DOWN"
"ENSG00000224243","ENSG00000224243",-5.53549759746072,2.06501578671275e-16,-368.387365111011,66.55,1.1,112056845,112108015,"DOWN"
"ENSG00000119121","ENSG00000119121",-2.253729386616,0.000253900457218998,-368.484754711716,163.5,31,74722495,74888094,"DOWN"
"ENSG00000109132","ENSG00000109132",-5.92961007366151,3.52844334218382e-17,-369.118227085429,62.25,0.65,41744082,41748725,"DOWN"
"ENSG00000235725","ENSG00000235725",-4.35296004890383,5.70844419962886e-12,-369.131012147045,84.8,3.7,65589566,65640177,"DOWN"
"ENSG00000137673","ENSG00000137673",-1.82850174765166,0.00411790243203867,-371.003004598523,202.9,51.3,102520508,102530750,"DOWN"
"ENSG00000230445","ENSG00000230445",-3.43524343026694,1.8535913583547e-08,-371.006290468829,108,9.5,27246350,27259455,"DOWN"
"ENSG00000136352","ENSG00000136352",-3.81413485934794,7.12837269247248e-10,-371.878148786424,97.5,6.05,36516392,36521149,"DOWN"
"ENSG00000146006","ENSG00000146006",-2.30766582190397,0.000170442784380332,-373.264946692967,161.75,30.4,138868921,138875368,"DOWN"
"ENSG00000214491","ENSG00000214491",-1.98254716188451,0.00153778390137301,-373.412757940948,188.35,49.9,30522799,30546682,"DOWN"
"ENSG00000174407","ENSG00000174407",-3.64999372891136,2.84946471606275e-09,-374.854355959197,102.7,8.25,62550453,62570764,"DOWN"
"ENSG00000261080","ENSG00000261080",-6.60680325299024,1.47232744523408e-20,-376.257445257794,56.95,0.5,45573346,45576770,"DOWN"
"ENSG00000214456","ENSG00000214456",-2.70152888027632,9.17988808654426e-06,-376.998355242561,139.55,15.85,4522531,4535224,"DOWN"
"ENSG00000186301","ENSG00000186301",-1.94439802273243,0.00199479323365506,-378.08819552032,194.45,47.75,16645622,16650289,"DOWN"
"ENSG00000287313","ENSG00000287313",-7.23027125028638,2.47060668354932e-22,-378.143186389977,52.3,0.35,38408719,38412627,"DOWN"
"ENSG00000172987","ENSG00000172987",-1.91645937375527,0.00238535378769129,-379.458956003544,198,44.4,98457077,99235862,"DOWN"
"ENSG00000128045","ENSG00000128045",-2.06026263329832,0.00094109783816951,-380.73653463353,184.8,39.95,52862317,52866835,"DOWN"
"ENSG00000182632","ENSG00000182632",-2.28315344180003,0.000201276542141275,-382.085728485235,167.35,35.55,42408168,42475349,"DOWN"
"ENSG00000229921","ENSG00000229921",-2.91283639511466,1.60602701114494e-06,-382.746702318066,131.4,16.3,167992822,167997110,"DOWN"
"ENSG00000234919","ENSG00000234919",-5.12110097806186,1.26123081487554e-14,-383.058353159027,74.8,1.6,195569628,195572970,"DOWN"
"ENSG00000120729","ENSG00000120729",-3.2123159599864,1.21072068657641e-07,-383.229294026377,119.3,13.75,137867858,137887851,"DOWN"
"ENSG00000136535","ENSG00000136535",-4.3233672737437,2.75571019292621e-11,-383.698845544754,88.75,2.6,161416297,161425870,"DOWN"
"ENSG00000184144","ENSG00000184144",-2.16508155655658,0.000452240993187446,-384.410230366621,177.55,40.55,205042937,205078289,"DOWN"
"ENSG00000177103","ENSG00000177103",-1.82768961602305,0.00413944677121426,-385.825277942465,211.1,54.25,117427772,117817525,"DOWN"
"ENSG00000149295","ENSG00000149295",-2.03637494666093,0.00108591605461082,-389.965802285569,191.5,48.05,113409605,113475691,"DOWN"
"ENSG00000076344","ENSG00000076344",-1.95060405463766,0.00191537074679134,-390.0232807248,199.95,48.15,268301,275980,"DOWN"
"ENSG00000244040","ENSG00000244040",-2.51023953631111,3.75497714866572e-05,-391.973903594979,156.15,24.6,159902045,160225299,"DOWN"
"ENSG00000146530","ENSG00000146530",-2.07310169807104,0.0008544262751354,-394.096632803305,190.1,41.7,12330885,12403941,"DOWN"
"ENSG00000117598","ENSG00000117598",-3.21118523530847,1.24391754882253e-07,-400.916476628262,124.85,15.75,98890245,99005032,"DOWN"
"ENSG00000259485","ENSG00000259485",-4.79789805217375,9.41516782290811e-14,-404.702700700856,84.35,2.5,97215812,97432094,"DOWN"
"ENSG00000183230","ENSG00000183230",-2.098560071843,0.0007492819621866,-405.022093865699,193,31.45,65912523,67696195,"DOWN"
"ENSG00000105707","ENSG00000105707",-2.18787287611758,0.000388647886617638,-406.069205807423,185.6,46.25,35040506,35066571,"DOWN"
"ENSG00000172478","ENSG00000172478",-4.78084762289659,1.43780808288337e-13,-409.957683663382,85.75,2.2,240886048,240896889,"DOWN"
"ENSG00000228971","ENSG00000228971",-3.177182829641,1.80035708839299e-07,-410.333162448135,129.15,11.2,95510059,95782342,"DOWN"
"ENSG00000131746","ENSG00000131746",-3.03650464524846,5.53166291885179e-07,-413.875583147365,136.3,16.5,40475828,40501623,"DOWN"
"ENSG00000008196","ENSG00000008196",-4.47447266421656,1.32006679079673e-12,-414.559892339664,92.65,3.85,50818723,50847619,"DOWN"
"ENSG00000189431","ENSG00000189431",-4.11123124311296,4.62795820310239e-11,-417.08440961381,101.45,6.05,13009316,13012119,"DOWN"
"ENSG00000189377","ENSG00000189377",-4.97985069050507,1.04411559000209e-14,-417.809472933376,83.9,2.7,42428278,42442946,"DOWN"
"ENSG00000141738","ENSG00000141738",-2.11003248898414,0.000671554894838202,-418.630445814453,198.4,44.6,39737927,39747291,"DOWN"
"ENSG00000260848","ENSG00000260848",-8.49850123027928,2.45772779937965e-24,-423.225361267908,49.8,0,73543927,73569309,"DOWN"
"ENSG00000116748","ENSG00000116748",-2.85850858792318,2.37005019297108e-06,-423.488047300819,148.15,21.25,114673090,114695618,"DOWN"
"ENSG00000197921","ENSG00000197921",-3.07459434186123,3.72054884276177e-07,-426.138775781966,138.6,17.95,2528745,2530263,"DOWN"
"ENSG00000154493","ENSG00000154493",-2.06356071671586,0.000927442711162745,-426.434822109333,206.65,28.85,126424997,126798708,"DOWN"
"ENSG00000163630","ENSG00000163630",-3.97180419168613,1.9577578013181e-10,-428.954852702102,108,4.95,63228315,63616924,"DOWN"
"ENSG00000147676","ENSG00000147676",-2.18911502132286,0.000398370374208827,-430.270557441007,196.55,35.45,119165034,119245673,"DOWN"
"ENSG00000181541","ENSG00000181541",-2.4472755554962,5.72106398845897e-05,-435.49268510055,177.95,34.6,150582151,150584693,"DOWN"
"ENSG00000283183","ENSG00000283183",-5.26651229798217,1.22465579390725e-15,-436.330543887823,82.85,2.1,577168,618076,"DOWN"
"ENSG00000229967","ENSG00000229967",-5.02073390120917,8.44473988296125e-15,-437.305922795319,87.1,2.4,151904431,151913968,"DOWN"
"ENSG00000162975","ENSG00000162975",-2.60982639206298,1.77811339759976e-05,-437.406903309755,167.6,22.9,10911934,10914225,"DOWN"
"ENSG00000158055","ENSG00000158055",-4.05142010778628,6.58643255520009e-11,-438.363655662475,108.2,6.9,24319357,24364482,"DOWN"
"ENSG00000254245","ENSG00000254245",-2.05258736663899,0.000990629055066739,-438.740549619085,213.75,44.75,141343829,141512975,"DOWN"
"ENSG00000120049","ENSG00000120049",-1.87625221821304,0.00307843393609074,-445.516089214687,237.45,45.95,101825974,101843920,"DOWN"
"ENSG00000188833","ENSG00000188833",-4.01859967686512,9.3379114870215e-11,-445.662704164342,110.9,6.85,137434364,137441816,"DOWN"
"ENSG00000225106","ENSG00000225106",-3.70554591697529,1.38774513309655e-09,-445.777173812128,120.3,8.85,61738219,61755056,"DOWN"
"ENSG00000261150","ENSG00000261150",-1.97168468530341,0.00165138639421628,-445.99507581563,226.2,63.65,143857324,143878467,"DOWN"
"ENSG00000187772","ENSG00000187772",-2.10613966534175,0.000675113859287401,-446.817530002252,212.15,56.6,104936616,105083332,"DOWN"
"ENSG00000169840","ENSG00000169840",-8.66369851837394,4.61948933937347e-25,-447.046843548095,51.6,0,27792483,27794768,"DOWN"
"ENSG00000077009","ENSG00000077009",-2.65484906424603,1.27912616090109e-05,-452.120795641099,170.3,22.6,3933103,3942416,"DOWN"
"ENSG00000185847","ENSG00000185847",-4.92743576651437,2.54543232986379e-14,-452.338603366019,91.8,2.75,110934590,110959093,"DOWN"
"ENSG00000186369","ENSG00000186369",-5.83793642810144,7.00137104899809e-18,-453.023866820671,77.6,1.2,62114353,62130962,"DOWN"
"ENSG00000244921","ENSG00000244921",-4.00863324846357,1.09645722403096e-10,-453.37642040123,113.1,5.95,134923303,134924049,"DOWN"
"ENSG00000226530","ENSG00000226530",-3.04617848179304,4.62867957919931e-07,-456.774463344867,149.95,21.1,51395959,51465661,"DOWN"
"ENSG00000228709","ENSG00000228709",-3.18603638422958,1.61782060168975e-07,-457.674126594579,143.65,14.5,44485577,44490288,"DOWN"
"ENSG00000146926","ENSG00000146926",-4.44567417005754,2.16711605671928e-12,-458.793574349939,103.2,3.25,151175698,151187832,"DOWN"
"ENSG00000130675","ENSG00000130675",-3.00201059845945,7.52572374557578e-07,-459.908023683987,153.2,16.05,156994051,157010663,"DOWN"
"ENSG00000066230","ENSG00000066230",-2.03385412725934,0.00113263961640357,-460.769652530604,226.55,42.75,470456,524449,"DOWN"
"ENSG00000087250","ENSG00000087250",-3.30070245725233,6.05503419673869e-08,-461.7682737696,139.9,16.1,56589074,56591088,"DOWN"
"ENSG00000134240","ENSG00000134240",-3.50212850699562,1.07120294196886e-08,-462.806282199471,132.15,7.05,119748002,119768905,"DOWN"
"ENSG00000079689","ENSG00000079689",-5.04832875036313,5.54726557922022e-15,-469.999406658807,93.1,2.5,25652201,25701783,"DOWN"
"ENSG00000139973","ENSG00000139973",-2.12524145624916,0.000596336046203334,-472.12238950575,222.15,46.9,61811974,62112550,"DOWN"
"ENSG00000279616","ENSG00000279616",-6.52311963307207,5.05571708793052e-20,-474.230797324339,72.7,0.65,87356831,87358605,"DOWN"
"ENSG00000186007","ENSG00000186007",-4.27701240032507,9.90398829036493e-12,-474.748376436082,111,4.75,205381378,205455954,"DOWN"
"ENSG00000158220","ENSG00000158220",-2.03086790951838,0.0011175759386426,-477.558588923247,235.15,57,138434586,138481686,"DOWN"
"ENSG00000155511","ENSG00000155511",-2.22479275255191,0.000319932942244588,-484.114902955296,217.6,33.05,153489615,153813869,"DOWN"
"ENSG00000140090","ENSG00000140090",-1.82707027919016,0.00409652106854756,-485.452573180826,265.7,74.45,92322581,92501481,"DOWN"
"ENSG00000129354","ENSG00000129354",-3.19599389940408,1.38556870798462e-07,-486.749870879242,152.3,13.8,10572671,10587315,"DOWN"
"ENSG00000235431","ENSG00000235431",-7.87325719937949,1.44925694444451e-24,-487.35462064159,61.9,0.2,9869774,9985895,"DOWN"
"ENSG00000211891","ENSG00000211891",-2.35935801205365,0.000118259356230365,-489.212883799325,207.35,35,105597691,105601728,"DOWN"
"ENSG00000002745","ENSG00000002745",-2.20118277380054,0.00036212789879211,-489.983285448001,222.6,40.9,121325367,121341104,"DOWN"
"ENSG00000188779","ENSG00000188779",-2.16279574400389,0.00045540560486517,-492.036031760884,227.5,48.65,67819704,67834582,"DOWN"
"ENSG00000110148","ENSG00000110148",-3.8584206731548,4.80995790902187e-10,-494.070767197472,128.05,6.5,6259806,6272127,"DOWN"
"ENSG00000165887","ENSG00000165887",-2.41080847079543,8.10922695451572e-05,-494.215736513064,205,32,97572499,97583884,"DOWN"
"ENSG00000237863","ENSG00000237863",-3.98642044561664,1.41019183215891e-10,-494.714777301025,124.1,6.7,108736011,108739223,"DOWN"
"ENSG00000251600","ENSG00000251600",-2.49248789167306,4.4334331014982e-05,-500.117695464199,200.65,23.6,143559457,144343750,"DOWN"
"ENSG00000165606","ENSG00000165606",-2.87747530906487,1.98398068567443e-06,-503.4143053209,174.95,21.1,49364181,49396016,"DOWN"
"ENSG00000275874","ENSG00000275874",-3.45095338510804,1.50710232682668e-08,-505.737218587583,146.55,12.35,44999208,45004727,"DOWN"
"ENSG00000164749","ENSG00000164749",-2.53118032198314,3.20955774453699e-05,-506.615741444925,200.15,29.25,75407914,75566834,"DOWN"
"ENSG00000007038","ENSG00000007038",-2.06748008385732,0.000864826526621264,-508.806848637287,246.1,54.7,2817180,2826304,"DOWN"
"ENSG00000258952","ENSG00000258952",-3.8328669032287,4.32254211028689e-10,-512.454304961677,133.7,8.75,60639216,60642589,"DOWN"
"ENSG00000134962","ENSG00000134962",-3.79766620441221,7.03911908302664e-10,-514.393887387634,135.45,7.15,39406930,39451533,"DOWN"
"ENSG00000273108","ENSG00000273108",-3.03753386878809,5.39412046149173e-07,-515.16574414646,169.6,19.95,103608619,103610050,"DOWN"
"ENSG00000052344","ENSG00000052344",-3.30128819015687,5.30242361034751e-08,-516.156408531026,156.35,15.15,31131433,31135727,"DOWN"
"ENSG00000203837","ENSG00000203837",-4.48002228669502,1.64252677623971e-12,-516.322568541601,115.25,2.9,116427847,116477957,"DOWN"
"ENSG00000115361","ENSG00000115361",-2.81222468649692,3.40344681375097e-06,-519.277288361656,184.65,24.75,210187126,210225447,"DOWN"
"ENSG00000135960","ENSG00000135960",-3.60284695710938,3.644422112347e-09,-519.530531215173,144.2,10.9,108894471,108989372,"DOWN"
"ENSG00000232229","ENSG00000232229",-2.10313818793872,0.000686437041123118,-523.891722615534,249.1,55,89829483,89840861,"DOWN"
"ENSG00000244694","ENSG00000244694",-2.06422493468694,0.000882742220664786,-527.719104552717,255.65,57.8,47878028,48068689,"DOWN"
"ENSG00000203446","ENSG00000203446",-2.72701908367614,6.89153329714257e-06,-528.496298416435,193.8,24.25,40538127,40546928,"DOWN"
"ENSG00000151952","ENSG00000151952",-5.21418928981129,8.40261784218114e-16,-530.283050773809,101.7,2.7,129071725,129904025,"DOWN"
"ENSG00000136750","ENSG00000136750",-5.63457704414386,5.35601657730672e-17,-533.030988376009,94.6,1.45,26216665,26304558,"DOWN"
"ENSG00000182732","ENSG00000182732",-2.3845785420197,9.49931781588479e-05,-536.291714100231,224.9,37.5,71932429,72566530,"DOWN"
"ENSG00000240086","ENSG00000240086",-2.1870030085836,0.000379586553281525,-540.408443421008,247.1,52.75,135138469,135439888,"DOWN"
"ENSG00000150551","ENSG00000150551",-2.04579173789228,0.000993247540772266,-549.192792037183,268.45,65,132643286,132671579,"DOWN"
"ENSG00000197616","ENSG00000197616",-3.47492839654716,1.12774533389752e-08,-560.332203943229,161.25,14.4,23381982,23408273,"DOWN"
"ENSG00000111490","ENSG00000111490",-2.05317839301358,0.000953465776722995,-564.521399159083,274.95,59.85,64759484,64881033,"DOWN"
"ENSG00000128683","ENSG00000128683",-1.86455886128426,0.00326337783242257,-568.783680634763,305.05,74.85,170813213,170861151,"DOWN"
"ENSG00000167105","ENSG00000167105",-1.9182352510336,0.0023022103926859,-569.428134269325,296.85,80.9,50271406,50281485,"DOWN"
"ENSG00000254366","ENSG00000254366",-4.26196807857659,1.29125617827351e-11,-570.464427317477,133.85,4.75,77399072,77537290,"DOWN"
"ENSG00000132698","ENSG00000132698",-3.7097691824833,1.551147759169e-09,-576.869107876153,155.5,9.15,156061160,156070504,"DOWN"
